group_name,company,group_type,debut_year,disband_year,social_accounts,inactive_members,current_members,original_members_remainding,initial_members,member_changes,subunits,albums,mini_albums,other_albums,singles,digital_singles,other_singles,foreign_albums,foreign_mini_albums,foreign_other_album,foreign_singles,foreign_digital_singles,others,last_production_year,total_releases,lifespan
CIX,c9_entertainment,1,2019,2021.0,7,0,5,5,5,0,0,0,0,4,0,1,0,0,0,1,2,1,0,2021,9,3.2968402441111806
Classmate,hf_music_company,1,2017,2020.0,4,0,3,3,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,2021,11,4.193951847266078
CN19,colabs,1,2020,2021.0,1,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.7267139678794479
CNBLUE,fnc_entertainment,1,2009,2017.0,9,0,3,5,5,2,0,2,8,2,0,2,2,8,2,0,15,0,0,2021,41,9.205828516855135
CRAVITY,starship_entertainment,1,2020,2022.0,9,0,9,9,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2021,3,2.5551610838002574
CROSS GENE,amuse_korea,1,2012,2018.0,5,0,4,3,6,4,0,0,5,0,0,6,0,1,1,1,3,7,0,2019,24,7.258226058205281
D-CRUNCH,ai_grand_korea,1,2018,2021.0,7,0,8,8,8,0,1,0,4,0,1,2,0,0,0,0,1,0,0,2021,8,3.7084917433091817
D.COY,rolling_culture_one,1,2019,2021.0,8,0,5,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2020,3,2.8180435958092005
D1CE,d1ce_entertainment,1,2019,2021.0,7,1,5,5,5,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2021,6,3.285110500457904
DAY6,colabs,1,2015,2024.0,8,1,5,5,6,1,1,3,7,0,0,11,0,1,0,0,2,1,1,2021,26,9.62590173399117
dgna,colabs,1,2010,2015.0,3,0,4,4,5,1,0,0,2,0,3,2,0,0,2,0,8,0,0,2017,17,5.754064215626627
dkb,brave_entertainment,1,2019,2022.0,7,0,9,9,9,0,0,1,3,0,0,0,0,0,1,0,2,0,0,2021,7,3.6363964835446723
dmtn(2),8pexcompany,1,2020,2020.0,1,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.453399934672916
DONGKIZ,dongyo_entertainment,1,2019,2022.0,5,0,5,5,5,0,1,0,1,0,4,3,0,0,0,0,0,0,0,2021,8,3.9372733309284342
DRIPPIN,woollim_entertainment,1,2020,2021.0,6,0,7,7,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2021,2,2.165046123155733
DUSTIN,lpa_entertainment,1,2019,2020.0,4,1,7,7,9,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,2.0776023342768895
E'LAST,e_entertainment,1,2020,2021.0,7,0,8,8,8,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2020,2,2.183204132828692
ENHYPEN,belift_lab,1,2020,2022.0,8,0,7,7,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2021,3,2.534110199604612
EPEX,c9_entertainment,1,2021,2022.0,8,0,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2021,1,1.8492395202002143
Epik High,ours_co.,1,2003,2015.0,5,0,3,3,3,0,0,10,1,4,0,2,0,2,0,0,0,1,6,2018,26,12.733703527397807
EXO,sm_entertainment,1,2012,2022.0,9,5,9,9,12,3,4,6,2,9,0,4,1,1,0,0,3,1,1,2020,29,10.813753081074552
EXP EDITION,immabb_entertainment,1,2016,2018.0,5,0,4,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018,2,2.566175389468782
F.able,haeirum_entertainment,1,2020,2022.0,5,0,3,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,2.6516760792591185
F.CUZ,on_the_bill_company,1,2010,2017.0,4,2,5,3,4,3,0,0,4,0,0,8,1,0,2,0,10,0,5,2020,30,8.298938971047136
FANXY CHILD,koz_entertainment,1,2019,2020.0,0,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2019,3,1.7074594244785288
Forestella,colabs,1,2018,2023.0,2,0,4,4,4,0,0,2,0,0,0,5,0,0,0,0,0,0,11,2020,18,6.027627349252057
FTISLAND,fnc_entertainment,1,2007,2020.0,7,2,3,3,5,3,0,7,6,4,0,5,0,10,1,0,21,0,0,2019,54,13.77003461029824
GHOST9,maroo_entertainment,1,2020,2021.0,5,0,9,9,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2021,4,2.362646588056478
god(2),jyp_entertainment,1,2014,2017.0,4,0,5,5,5,0,0,1,0,2,1,3,0,0,0,0,0,0,1,2020,8,4.159566732237224
Golden Child,woollim_entertainment,1,2017,2021.0,9,0,10,10,11,1,0,1,5,0,2,0,1,0,0,0,0,0,3,2021,12,5.282388450439214
GOT7,jyp_entertainment,1,2014,2024.0,12,0,7,7,7,0,2,3,11,0,0,4,0,1,4,0,5,4,0,2021,33,10.63543726317205
GreatGuys,dna_entertainment,1,2017,2019.0,5,2,9,9,9,0,0,0,2,1,0,4,0,0,0,0,0,0,0,2021,7,3.0989386982375606
HALO,histar_entertainment,1,2014,2018.0,6,3,6,6,6,0,0,0,3,0,3,2,0,1,0,0,4,0,1,2018,14,4.824607714171492
HIDDEN FOLDER,colabs,1,2020,2021.0,2,0,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.744871977552421
Highlight�,around_us_entertainment,1,2016,2019.0,6,0,4,4,6,2,0,0,3,1,0,2,0,0,0,0,0,0,0,2021,6,3.830509886119131
ikon,yg_entertainment,1,2015,2021.0,7,0,6,6,7,1,0,2,3,1,1,4,0,4,3,8,1,2,0,2021,29,7.476652388641611
im,mbk_entertainment,1,2017,2018.0,1,1,3,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,1,2.0760854103119897
IMFACT,star_empire_entertainment,1,2016,2021.0,6,0,5,5,5,0,0,0,1,0,3,6,0,0,1,0,0,0,5,2020,16,5.538491089832746
IN2IT,mmo_entertainment,1,2017,2020.0,6,4,6,6,8,2,0,0,1,0,4,0,0,0,0,0,1,1,2,2020,9,4.309444700380482
infinte,woollim_entertainment,1,2010,2019.0,6,2,6,6,7,1,2,3,6,3,2,7,1,3,0,0,6,1,3,2019,35,10.111769756190483
IZ,music_k_entertainment,1,2017,2020.0,7,0,4,4,4,0,0,0,2,0,4,2,0,0,0,0,0,0,0,2021,8,4.383294106667108
Jacoby Planet,c9_entertainment,1,2015,2017.0,1,0,4,4,5,1,0,0,1,0,0,3,0,0,0,0,0,0,1,2018,5,2.969815393207554
JJCC,jackie_chan_group_korea,1,2014,2017.0,8,0,5,5,7,2,0,0,2,0,0,4,0,0,0,0,2,0,0,2016,8,4.496141455989857
JUO,soundbox_music,1,2020,2021.0,2,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2020,3,2.128045757788641
JYJ,c-jes_entertainment,1,2010,2014.0,4,0,2,2,3,1,0,2,0,1,0,2,0,1,1,0,1,0,0,2015,8,4.989032085359483
KINGDOM�2020,gf_entertainment,1,2021,2022.0,5,0,7,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021,1,1.7490024079069286
KNK,220_entertainment,1,2016,2022.0,9,0,5,5,6,1,0,3,0,0,4,2,0,0,0,0,1,0,0,2020,10,6.7547625792784345
KOKOON,yoonseo_group,1,2018,2019.0,4,0,5,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2020,3,2.4620523797428717
LA POEM,moss_music,1,2020,2021.0,7,0,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2021,2,2.4536252915125516
Like A Movie,top_cloud_entertainment,1,2018,2019.0,3,0,5,5,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2019,2,2.282791734311999
Limit,independent,1,2021,2021.0,2,0,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,1,1.318208492660176
LIMITLESS�,ono_entertainment,1,2019,2020.0,4,0,5,5,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2019,2,2.3417108230561183
LST,hyunda_company,1,2018,2020.0,2,0,5,3,6,5,0,0,0,0,0,3,0,0,0,0,0,0,0,2020,3,3.0567126078355216
LU:KUS,jwk_entertainment,1,2014,2018.0,5,0,4,3,5,3,0,0,1,0,0,5,0,0,0,0,3,0,1,2019,10,4.711271420059916
LUCENTE,noga_entertainment,1,2018,2019.0,5,3,6,5,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2018,1,2.3521156486568913
M.O.N.T,fm_entertainment,1,2019,2022.0,7,0,3,3,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,2020,8,4.108683942368103
MAP6,all-s_company,1,2015,2017.0,5,4,5,5,5,0,0,0,0,0,3,1,0,2,0,0,4,0,0,2019,10,3.4721606510844936
MBLAQ,j.tune_camp,1,2009,2014.0,2,3,3,3,5,2,0,1,6,0,2,2,0,1,0,0,4,0,0,2015,16,6.370422368453475
MCND,top_media,1,2020,2022.0,5,0,5,5,5,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2021,5,2.9477992023170003
MIRAE�,dsp_media,1,2021,2022.0,7,0,7,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021,1,1.9675277827238915
MONSTA X,starship_entertainment,1,2015,2024.0,7,0,6,6,7,1,0,3,9,0,0,3,0,4,0,0,9,6,7,2021,41,10.297437664496087
MustB,mustm_entertainment,1,2019,2021.0,7,0,5,5,7,2,0,0,1,0,0,1,0,0,0,0,0,0,1,2020,3,2.9826747074953914
MVP,ph_entertainment,1,2017,2018.0,5,0,7,7,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2020,2,2.2306165823120665
MY.st,mystar_entertainment,1,2018,2020.0,7,1,5,5,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2021,3,2.7829268576367383
MYNAME,h2media,1,2011,2014.0,9,0,5,5,5,0,0,0,2,0,4,1,0,6,0,0,5,0,0,2018,18,4.472671451661711
N.CUS,kyuri_entertainment,1,2019,2021.0,8,1,9,9,12,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2021,2,2.739617102911822
N.Flying,fnc_entertainment,1,2013,2020.0,12,0,5,3,4,3,0,0,7,0,1,2,1,1,0,0,6,1,5,2021,24,7.712065888751212
N.O.M,jz_factory_entertainment,1,2013,2016.0,5,0,3,2,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2021,4,3.7852947327234716
N.tic,yechan_media,1,2018,2020.0,4,0,4,4,5,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2019,3,2.9056390301252577
NCT,sm_entertainment,1,2016,2019.0,11,0,23,14,14,9,4,2,0,0,0,1,0,0,0,0,0,0,0,2020,3,4.28176025972283
NELL,space_bohemian,1,2001,2015.0,7,0,4,4,4,0,0,10,2,2,1,10,0,0,0,0,0,1,6,2021,32,15.481490862791034
Newkidd,j-flo_entertainment,1,2019,2021.0,7,1,7,7,7,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2020,3,2.589853170284684
NewTownBoyz,first_step_company,1,2016,2020.0,4,0,3,2,4,5,0,1,0,0,0,3,0,0,0,0,0,0,2,2018,6,4.668914185003118
NOIR,luk_factory,1,2018,2020.0,7,0,9,9,9,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2020,5,2.9382965893781545
NTB,high_choice_entertainment,1,2016,2018.0,7,1,6,6,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2018,3,2.6709337334742855
NTX,victory_company,1,2021,2022.0,3,0,10,10,10,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2021,5,2.187703314300677
NU'EST,pledis_entertainment,1,2012,2019.0,10,0,5,5,5,0,2,2,8,0,1,1,1,2,0,0,2,3,3,2021,23,7.89415834877029
OFF THE CUFF,purple_entertainment,1,2021,2022.0,2,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.5915225258667078
ON AIR,jg_entertainment,1,2020,2021.0,0,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.6174512804709735
ONEUS,rbw,1,2019,2023.0,8,0,6,6,6,0,0,1,5,0,1,1,0,0,0,0,3,0,2,2021,13,5.337674889767399
ONEWE,rbw,1,2016,2020.0,6,0,5,5,5,0,0,1,2,1,1,6,0,0,0,0,0,1,1,2020,13,5.483029022685386
ONF,wm_entertainment,1,2017,2022.0,11,0,6,6,7,1,2,1,5,0,0,0,0,0,0,0,2,0,6,2021,14,5.8756539508073615
OnlyOneOf,8d_entertainment,1,2019,2022.0,7,0,7,7,7,0,0,0,3,0,2,2,0,0,0,0,0,0,0,2021,7,3.6381933875317145
P1Harmony,fnc_entertainment,1,2020,2022.0,9,0,6,6,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2021,3,2.816573941720975
PARADISE,hlcompany,1,2017,2019.0,6,1,5,5,6,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2020,3,2.9173608243777664
PENTAGON,cube_entertainment,1,2016,2024.0,13,2,9,9,10,1,0,1,11,0,3,0,0,1,4,0,2,5,4,2021,31,9.136586851452876
PLATINUM78,in_media_a&d,1,2019,2022.0,3,0,5,0,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,1,4.330185025269657
PLT,planetarium_records,1,2018,2020.0,5,0,6,6,6,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2018,5,2.696390352802794
RE:KIDS DREAM,retune_music,1,2020,2021.0,4,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2021,2,2.196032430973659
Rion Five,narda_entertainment,1,2014,2017.0,7,0,5,5,6,1,0,0,0,0,0,3,1,0,0,0,0,0,2,2016,6,3.653072763246854
ROMEO�,hunus_entertainment,1,2015,2017.0,5,3,7,7,7,0,0,0,4,0,1,0,0,0,0,0,0,0,1,2019,6,3.302535210869749
SECHSKIES(2),yg_entertainment,1,2016,2019.0,3,0,4,4,6,2,0,1,1,2,0,1,0,0,0,1,0,0,2,2020,8,4.126620219813788
SEVENTEEN,pledis_entertainment,1,2015,2023.0,11,0,13,13,13,0,5,3,8,4,0,1,0,0,2,0,3,2,5,2021,28,8.772331998984356
SF9,fnc_entertainment,1,2016,2022.0,14,0,9,9,9,0,0,1,8,1,1,0,1,3,0,0,11,0,2,2020,28,7.404798069637565
SG Wannabe,stone_music_entertainment,1,2004,2016.0,2,0,3,2,4,2,0,7,2,4,0,4,0,1,0,0,3,0,18,2018,39,13.28385521674302
SHINee,sm_entertainment,1,2008,2019.0,10,0,4,4,5,1,0,7,5,4,0,0,0,5,1,0,15,0,0,2018,37,12.08456381075709
SHINHWA,sm_entertainment,1,1998,2013.0,6,0,6,6,6,0,0,13,0,9,0,5,1,1,0,0,1,0,0,2018,30,15.634962858284624
SIGMA,pluswin,1,2020,2021.0,4,0,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,1,2.054502030104871
SIGNAL�,elmusix,1,2018,2019.0,4,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2021,2,2.320521978874069
SNUPER,widmay_entertainment,1,2015,2020.0,10,1,6,6,6,0,0,0,5,1,1,1,1,0,0,0,7,0,2,2020,18,5.880062954522984
Stray Kids,jyp_entertainment,1,2018,2024.0,11,1,8,8,9,1,1,1,6,1,0,6,0,2,1,0,1,2,4,2020,24,7.069113053481075
Super Five,mbc_favorite_entertainment,1,2020,2021.0,0,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,2,1.6678770036042465
SUPER JUNIOR,sm_entertainment,1,2005,2020.0,8,1,10,9,12,4,5,10,1,7,0,6,1,1,1,0,12,0,3,2021,42,15.865276793276209
SUPERKIDS,kids_planet,1,2019,2020.0,3,0,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1.5519607279690746
SuperM,sm_entertainment,1,2019,2022.0,9,1,7,7,7,0,0,1,1,0,0,2,2,0,0,0,0,0,0,2021,6,3.8627901616290785
SURPRISE U,fantagio_music,1,2017,2018.0,2,0,4,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2017,2,2.2566832969027075
T1419,mld_entertainment,1,2021,2023.0,9,0,9,9,9,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2021,4,2.734314720334524
TARGET,kj_music_entertainment,1,2014,2017.0,8,1,7,7,7,0,0,0,1,0,3,1,0,0,0,0,2,1,0,2019,8,4.084505159161779
TEEN TOP,top_media,1,2010,2017.0,9,3,5,5,6,1,0,2,9,0,0,0,0,0,0,0,3,5,2,2019,21,8.249068985917077
THE BOYZ,cre.ker_entertainment,1,2017,2022.0,11,0,11,11,12,1,0,1,5,0,2,0,3,1,1,0,0,0,2,2021,15,5.555624813227283
THE MAN BLK,stardium,1,2018,2020.0,4,2,7,7,10,3,0,0,2,0,0,0,0,0,0,0,0,0,3,2020,5,3.0105377628807446
The Rose,j&star_company,1,2017,2020.0,6,3,4,4,4,0,0,0,2,0,1,3,0,0,0,0,0,0,2,2020,8,3.9199938132489507
The T-Bird,od_entertainment,1,2019,2020.0,4,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,1,1.9345374485840665
TO1,stone_music_entertainment,1,2020,2021.0,8,0,10,10,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2021,3,2.354793718656282
TraxX,sm_entertainment,1,2004,2010.0,2,0,2,2,4,3,0,1,3,0,2,2,0,0,0,0,5,0,6,2018,19,7.410811923832355
TRCNG,ts_entertainment,1,2017,2021.0,4,0,8,8,8,10,2,0,1,0,2,1,0,0,0,0,2,1,0,2019,7,4.700069919801649
TREASURE,yg_entertainment,1,2020,2022.0,8,0,12,12,12,0,0,1,0,0,3,0,0,1,0,0,0,2,0,2021,7,3.258441250814741
Trigger�,dy_entertainment,1,2019,2020.0,4,0,4,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2020,2,2.384840439633848
TRITOPS,vl_entertainment,1,2007,2017.0,6,0,4,3,3,2,0,1,1,0,2,11,0,0,0,0,2,21,2,2017,40,11.028466898068316
TST,kj_music_entertainment,1,2017,2020.0,7,2,4,4,7,3,0,0,2,0,4,0,0,0,0,0,0,0,0,2020,6,4.405935311204274
Turbo(2),the_turbo_company,1,2015,2017.0,0,0,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2017,2,2.726476221223166
TVXQ!,sm_entertainment,1,2003,2022.0,6,0,2,2,5,3,0,8,0,3,3,1,0,10,0,8,50,0,8,2020,91,19.79236073237304
TXT,bighit_music,1,2019,2024.0,13,0,5,5,5,0,0,2,3,0,0,1,0,1,0,0,2,1,1,2021,11,5.670203257331934
U-KISS,nh_media,1,2008,2022.0,4,0,3,1,5,9,2,3,11,11,0,10,0,8,1,0,16,4,3,2020,67,14.966312327457572
UNIQ,yue_hua_entertainment,1,2014,2018.0,6,1,5,5,5,0,0,0,1,0,0,2,0,0,1,0,0,7,3,2016,14,4.597383743597746
UNVS,chitwn_music,1,2016,2020.0,7,2,5,3,5,6,0,0,0,0,1,3,0,0,0,0,0,3,0,2020,7,4.637685514215306
UP10TION,top_media,1,2015,2020.0,8,3,10,10,10,0,0,1,9,2,0,0,0,0,0,0,3,0,1,2020,16,5.737469777378095
V.O.S,j-soul_company,1,2004,2013.0,1,0,3,3,3,1,0,3,3,2,0,12,1,0,0,0,0,0,9,2020,30,10.25712876483476
VANNER,vt_entertainment,1,2019,2021.0,7,0,5,5,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2020,3,3.407423719839116
VAV,a_team,1,2015,2020.0,7,1,7,4,7,6,0,0,6,0,0,5,4,0,0,0,0,0,0,2021,15,6.3048306189164975
VERIVERY,jellyfish_entertainment,1,2019,2022.0,5,1,7,7,7,0,0,0,5,0,2,0,1,0,0,0,0,0,3,2021,11,4.045625169814144
VICTON,play_m_entertainment,1,2016,2020.0,7,0,7,7,7,0,0,1,6,0,2,0,0,0,0,0,0,0,1,2021,10,5.029704911191374
VIXX,jellyfish_entertainment,1,2012,2020.0,6,2,5,5,6,1,1,3,4,1,6,3,1,2,1,0,4,2,1,2019,28,9.480443218571693
VOISPER,evermore_music,1,2016,2021.0,5,0,4,4,4,0,0,1,1,0,0,9,0,0,0,0,0,0,2,2020,13,5.514233317282432
VROMANCE,rbw,1,2016,2021.0,6,3,4,4,4,0,0,0,2,0,0,10,0,0,0,0,0,0,6,2020,18,5.916922247997732
W.A.O,kingtop_entertainment,1,2021,2022.0,5,0,7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,1,1.7371012326211144
W.I.T,team_wit,1,2021,2022.0,4,0,5,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021,1,1.8219490759694708
W24,jarmy_entertainment,1,2018,2021.0,4,0,4,4,5,1,0,0,2,0,0,6,0,0,0,0,0,0,0,2020,8,3.9027719216534535
WayV,colabs,1,2019,2021.0,7,0,7,7,7,0,0,0,0,0,0,1,0,1,3,2,0,2,0,2021,9,2.978625329204789
WE IN THE ZONE,choon_entertainment,1,2018,2021.0,7,0,3,2,3,3,0,0,2,0,0,3,0,0,0,0,0,0,0,2020,5,3.9490336669653203
WEi,oui_entertainment,1,2020,2022.0,8,0,6,6,6,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2021,3,2.6252148773401274
WINNER,yg_entertainment,1,2014,2022.0,10,0,4,4,5,1,0,3,3,1,3,2,0,5,4,7,1,2,0,2020,32,8.956634674788276
withus,withhc,1,2020,2021.0,3,0,5,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2021,2,1.9956650658296695
WOW�,a.conic,1,2021,2021.0,1,0,7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021,1,1.300050482987217
XENEX,company_gi_eok,1,2020,2021.0,4,0,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,1,1.8722926746338544
XENO-T,hunus_entertainment,1,2013,2018.0,2,0,5,5,13,8,2,1,4,0,1,0,0,0,0,0,1,0,3,2018,10,5.820059017282247
Xst,midas_entertainment,1,2015,2018.0,2,2,6,5,6,2,0,0,0,1,2,3,0,0,0,0,1,0,0,2019,7,3.5148929654488654
Y&W,inakist_entertainment,1,2020,2021.0,3,0,4,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,2,2.086769743565185
ZE:A,star_empire_entertainment,1,2010,2015.0,6,0,9,9,9,0,3,2,2,0,4,1,0,1,2,0,4,0,1,2015,17,6.49189533492526
